t,x,y,theta,x_true,y_true,theta_true,v,omega,e_lat,e_head,path_progress
13.56,13.031382,-0.033187,0.004428,13.035128,-0.023777,0.007613,0.990044,-0.08778,-0.033187,0.004428,0.87
13.57,13.053025,-0.024065,0.001552,13.045028,-0.023706,0.006735,0.990044,-0.08778,-0.033187,0.004428,0.87
13.58,13.03474,-0.014586,0.010963,13.054928,-0.023644,0.005857,0.990044,-0.08778,-0.033187,0.004428,0.87
13.59,13.05341,-0.021327,0.002491,13.064829,-0.02359,0.004979,0.990044,-0.08778,-0.033187,0.004428,0.87
13.6,13.0689,-0.016803,0.004714,13.074729,-0.023545,0.004102,0.990044,-0.08778,-0.033187,0.004428,0.87
13.61,13.091407,-0.043687,0.010909,13.084629,-0.023509,0.003224,0.986894,0.015705,-0.043687,0.010909,0.873333
13.62,13.080952,-0.011368,0.010303,13.094498,-0.023476,0.003381,0.986894,0.015705,-0.043687,0.010909,0.873333
13.63,13.109753,-0.025518,0.009651,13.104367,-0.023442,0.003538,0.986894,0.015705,-0.043687,0.010909,0.873333
13.64,13.125573,-0.032996,-0.005397,13.114236,-0.023406,0.003695,0.986894,0.015705,-0.043687,0.010909,0.876667
13.65,13.137066,-0.030627,0.00264,13.124105,-0.023369,0.003852,0.986894,0.015705,-0.043687,0.010909,0.876667
13.66,13.139194,-0.008976,0.006341,13.133974,-0.02333,0.004009,0.997307,-0.20059,-0.008976,0.006341,0.876667
13.67,13.129568,-0.010208,-0.006435,13.143947,-0.0233,0.002003,0.997307,-0.20059,-0.008976,0.006341,0.876667
13.68,13.139264,-0.020806,0.002048,13.15392,-0.02329,-3e-06,0.997307,-0.20059,-0.008976,0.006341,0.876667
13.69,13.185736,-0.01357,0.000743,13.163893,-0.0233,-0.002009,0.997307,-0.20059,-0.008976,0.006341,0.88
13.7,13.182893,-0.020058,-0.001922,13.173866,-0.02333,-0.004014,0.997307,-0.20059,-0.008976,0.006341,0.88
13.71,13.175936,-0.024402,0.002793,13.183839,-0.023381,-0.00602,0.992679,0.11702,-0.024402,0.002793,0.88
13.72,13.201195,-0.028879,-5e-05,13.193765,-0.023434,-0.00485,0.992679,0.11702,-0.024402,0.002793,0.88
13.73,13.208001,-0.011831,0.00357,13.203692,-0.023477,-0.00368,0.992679,0.11702,-0.024402,0.002793,0.88
13.74,13.220849,-0.012481,-0.000917,13.213619,-0.023508,-0.00251,0.992679,0.11702,-0.024402,0.002793,0.88
13.75,13.217894,-0.027327,-0.005406,13.223546,-0.023527,-0.00134,0.992679,0.11702,-0.024402,0.002793,0.88
13.76,13.222757,-0.02902,0.003227,13.233472,-0.023534,-0.000169,0.991294,0.025154,-0.02902,0.003227,0.88
13.77,13.247852,-0.01605,0.005595,13.243385,-0.023535,8.2e-05,0.991294,0.025154,-0.02902,0.003227,0.883333
13.78,13.251892,-0.028186,0.005937,13.253298,-0.023533,0.000334,0.991294,0.025154,-0.02902,0.003227,0.883333
13.79,13.270067,-0.02895,0.003395,13.263211,-0.023528,0.000585,0.991294,0.025154,-0.02902,0.003227,0.883333
13.8,13.257429,-0.006857,0.005763,13.273124,-0.023521,0.000837,0.991294,0.025154,-0.02902,0.003227,0.883333
13.81,13.299453,-0.019171,0.00259,13.283037,-0.023511,0.001088,0.994249,-0.063704,-0.019171,0.00259,0.886667
13.82,13.295283,-0.028556,0.000176,13.29298,-0.023504,0.000451,0.994249,-0.063704,-0.019171,0.00259,0.886667
13.83,13.288378,-0.032072,-0.00049,13.302922,-0.023502,-0.000186,0.994249,-0.063704,-0.019171,0.00259,0.886667
13.84,13.316626,-0.027016,0.004507,13.312865,-0.023507,-0.000823,0.994249,-0.063704,-0.019171,0.00259,0.886667
13.85,13.316221,-0.017113,0.002125,13.322807,-0.023519,-0.00146,0.994249,-0.063704,-0.019171,0.00259,0.886667
13.86,13.332095,-0.028128,0.003136,13.33275,-0.023536,-0.002097,0.991562,0.049494,-0.028128,0.003136,0.89
13.87,13.331562,-0.0319,0.005246,13.342665,-0.023555,-0.001602,0.991562,0.049494,-0.028128,0.003136,0.89
13.88,13.338432,-0.027485,-0.007522,13.352581,-0.023568,-0.001107,0.991562,0.049494,-0.028128,0.003136,0.89
13.89,13.370863,-0.029589,0.000692,13.362496,-0.023577,-0.000612,0.991562,0.049494,-0.028128,0.003136,0.89
13.9,13.378659,-0.012884,-0.003483,13.372412,-0.02358,-0.000117,0.991562,0.049494,-0.028128,0.003136,0.893333
13.91,13.368701,-0.027408,-0.001594,13.382328,-0.023579,0.000378,0.991778,0.041363,-0.027408,-0.001594,0.89
13.92,13.397276,-0.027683,0.001164,13.392245,-0.023573,0.000791,0.991778,0.041363,-0.027408,-0.001594,0.893333
13.93,13.409696,-0.019713,0.002379,13.402163,-0.023563,0.001205,0.991778,0.041363,-0.027408,-0.001594,0.893333
13.94,13.416758,0.006367,-0.001173,13.412081,-0.023549,0.001619,0.991778,0.041363,-0.027408,-0.001594,0.893333
13.95,13.433243,-0.022409,0.007422,13.421999,-0.023531,0.002032,0.991778,0.041363,-0.027408,-0.001594,0.896667
13.96,13.41972,-0.028759,-0.005388,13.431916,-0.023509,0.002446,0.991372,0.054828,-0.028759,-0.005388,0.893333
13.97,13.442744,-0.030854,0.003023,13.44183,-0.023482,0.002994,0.991372,0.054828,-0.028759,-0.005388,0.896667
13.98,13.454054,-0.004166,-0.004706,13.451744,-0.02345,0.003543,0.991372,0.054828,-0.028759,-0.005388,0.896667
13.99,13.469091,-0.012061,0.001932,13.461657,-0.023412,0.004091,0.991372,0.054828,-0.028759,-0.005388,0.896667
14.0,13.474904,-0.032048,0.009844,13.471571,-0.023369,0.004639,0.991372,0.054828,-0.028759,-0.005388,0.896667
14.01,13.481583,-0.022903,0.00105,13.481485,-0.02332,0.005187,0.993129,-0.088821,-0.022903,0.00105,0.9
14.02,13.494187,-0.013516,0.005589,13.491416,-0.023273,0.004299,0.993129,-0.088821,-0.022903,0.00105,0.9
14.03,13.499025,-0.012375,0.007323,13.501347,-0.023234,0.003411,0.993129,-0.088821,-0.022903,0.00105,0.9
14.04,13.510708,-0.014705,0.000784,13.511278,-0.023205,0.002523,0.993129,-0.088821,-0.022903,0.00105,0.9
14.05,13.519567,-0.0378,-0.000508,13.52121,-0.023184,0.001635,0.993129,-0.088821,-0.022903,0.00105,0.9
14.06,13.526339,-0.008812,0.003606,13.531141,-0.023173,0.000746,0.997356,-0.128671,-0.008812,0.003606,0.903333
14.07,13.545589,-0.030309,0.004368,13.541114,-0.023172,-0.00054,0.997356,-0.128671,-0.008812,0.003606,0.903333
14.08,13.541022,-0.019448,-0.000401,13.551088,-0.023183,-0.001827,0.997356,-0.128671,-0.008812,0.003606,0.903333
14.09,13.55929,-0.041034,-0.011435,13.561061,-0.023208,-0.003114,0.997356,-0.128671,-0.008812,0.003606,0.903333
14.1,13.574695,-0.030102,-0.005688,13.571035,-0.023245,-0.004401,0.997356,-0.128671,-0.008812,0.003606,0.903333
14.11,13.598288,-0.034174,-0.007288,13.581008,-0.023296,-0.005687,0.989748,0.265775,-0.034174,-0.007288,0.906667
14.12,13.587335,-0.008462,0.001206,13.590906,-0.023339,-0.003029,0.989748,0.265775,-0.034174,-0.007288,0.906667
14.13,13.593099,-0.004198,-0.002469,13.600803,-0.023356,-0.000372,0.989748,0.265775,-0.034174,-0.007288,0.906667
14.14,13.626885,-0.032233,-0.001858,13.610701,-0.023346,0.002286,0.989748,0.265775,-0.034174,-0.007288,0.91
14.15,13.633754,-0.021031,0.005371,13.620598,-0.02331,0.004944,0.989748,0.265775,-0.034174,-0.007288,0.91
14.16,13.632773,-0.022538,0.010179,13.630495,-0.023248,0.007602,0.993239,-0.228457,-0.022538,0.010179,0.91
14.17,13.643212,-0.025551,0.006738,13.640428,-0.023184,0.005317,0.993239,-0.228457,-0.022538,0.010179,0.91
14.18,13.626901,-0.017863,0.009431,13.65036,-0.023143,0.003032,0.993239,-0.228457,-0.022538,0.010179,0.91
14.19,13.673404,-0.034835,0.005333,13.660292,-0.023124,0.000748,0.993239,-0.228457,-0.022538,0.010179,0.91
14.2,13.658868,-0.027454,0.004445,13.670225,-0.023128,-0.001537,0.993239,-0.228457,-0.022538,0.010179,0.91
14.21,13.688282,-0.02432,-0.002879,13.680157,-0.023154,-0.003821,0.992704,0.121963,-0.02432,-0.002879,0.913333
14.22,13.67864,-0.021997,0.003123,13.690084,-0.023186,-0.002602,0.992704,0.121963,-0.02432,-0.002879,0.913333
14.23,13.708366,-0.023996,-0.000863,13.700011,-0.023206,-0.001382,0.992704,0.121963,-0.02432,-0.002879,0.913333
14.24,13.714666,-0.021252,-0.002627,13.709938,-0.023214,-0.000162,0.992704,0.121963,-0.02432,-0.002879,0.913333
14.25,13.718016,-0.028784,0.001415,13.719865,-0.023209,0.001057,0.992704,0.121963,-0.02432,-0.002879,0.913333
14.26,13.720943,-0.016781,0.004638,13.729792,-0.023193,0.002277,0.994966,-0.121101,-0.016781,0.004638,0.913333
14.27,13.741658,-0.019075,0.000758,13.739742,-0.023176,0.001066,0.994966,-0.121101,-0.016781,0.004638,0.916667
14.28,13.75736,-0.016226,0.003984,13.749691,-0.023172,-0.000145,0.994966,-0.121101,-0.016781,0.004638,0.916667
14.29,13.752933,-0.023019,0.004493,13.759641,-0.023179,-0.001356,0.994966,-0.121101,-0.016781,0.004638,0.916667
14.3,13.786554,-0.012616,-0.004469,13.769591,-0.023199,-0.002567,0.994966,-0.121101,-0.016781,0.004638,0.92
14.31,13.759351,-0.013444,-0.005079,13.77954,-0.02323,-0.003778,0.995967,0.055505,-0.013444,-0.005079,0.916667
14.32,13.792738,-0.031472,-0.001383,13.7895,-0.023265,-0.003223,0.995967,0.055505,-0.013444,-0.005079,0.92
14.33,13.809086,-0.031445,-0.00302,13.79946,-0.023294,-0.002668,0.995967,0.055505,-0.013444,-0.005079,0.92
14.34,13.834202,-0.028052,-0.001761,13.809419,-0.023318,-0.002113,0.995967,0.055505,-0.013444,-0.005079,0.923333
14.35,13.803394,-0.020036,0.001147,13.819379,-0.023336,-0.001558,0.995967,0.055505,-0.013444,-0.005079,0.92
14.36,13.825532,-0.012172,-0.004935,13.829338,-0.023349,-0.001003,0.996348,-0.012746,-0.012172,-0.004935,0.923333
14.37,13.833509,-0.023925,0.000179,13.839302,-0.02336,-0.00113,0.996348,-0.012746,-0.012172,-0.004935,0.923333
14.38,13.836208,-0.028832,0.0013,13.849265,-0.023372,-0.001258,0.996348,-0.012746,-0.012172,-0.004935,0.923333
14.39,13.850039,-0.018449,-0.001218,13.859229,-0.023385,-0.001385,0.996348,-0.012746,-0.012172,-0.004935,0.923333
14.4,13.862822,-0.030152,-0.003498,13.869192,-0.023399,-0.001513,0.996348,-0.012746,-0.012172,-0.004935,0.923333
14.41,13.89476,-0.002969,0.00087,13.879156,-0.023415,-0.00164,0.999109,-0.127103,-0.002969,0.00087,0.926667
14.42,13.887404,-0.021547,0.000714,13.889147,-0.023438,-0.002911,0.999109,-0.127103,-0.002969,0.00087,0.926667
14.43,13.892445,-0.030901,-0.011368,13.899138,-0.023473,-0.004182,0.999109,-0.127103,-0.002969,0.00087,0.926667
14.44,13.932149,-0.012366,-0.007447,13.909129,-0.023521,-0.005453,0.999109,-0.127103,-0.002969,0.00087,0.93
14.45,13.918674,-0.014871,-0.003885,13.91912,-0.023582,-0.006724,0.999109,-0.127103,-0.002969,0.00087,0.926667
14.46,13.946465,-0.027678,-0.008826,13.929111,-0.023656,-0.007995,0.991697,0.247551,-0.027678,-0.008826,0.93
14.47,13.950851,-0.021053,-0.005093,13.939027,-0.023723,-0.00552,0.991697,0.247551,-0.027678,-0.008826,0.93
14.48,13.9397,-0.025013,0.000702,13.948944,-0.023765,-0.003044,0.991697,0.247551,-0.027678,-0.008826,0.93
14.49,13.959543,-0.011285,-0.004434,13.958861,-0.023783,-0.000569,0.991697,0.247551,-0.027678,-0.008826,0.93
14.5,13.948025,-0.040066,-0.000555,13.968778,-0.023776,0.001907,0.991697,0.247551,-0.027678,-0.008826,0.93
14.51,13.976091,-0.032866,0.02143,13.978695,-0.023745,0.004382,0.99014,-0.237358,-0.032866,0.02143,0.933333
14.52,13.978887,-0.020097,0.009105,13.988596,-0.023714,0.002009,0.99014,-0.237358,-0.032866,0.02143,0.933333
14.53,13.998099,-0.027206,0.001636,13.998498,-0.023706,-0.000365,0.99014,-0.237358,-0.032866,0.02143,0.933333
14.54,13.998988,-0.021821,-0.003122,14.008399,-0.023721,-0.002739,0.99014,-0.237358,-0.032866,0.02143,0.933333
14.55,14.016423,-0.03239,-0.012926,14.018301,-0.02376,-0.005112,0.99014,-0.237358,-0.032866,0.02143,0.933333
14.56,14.02523,-0.026054,-0.005325,14.028202,-0.023822,-0.007486,0.992184,0.186789,-0.026054,-0.005325,0.936667
14.57,14.049751,-0.024478,-0.003148,14.038123,-0.023887,-0.005618,0.992184,0.186789,-0.026054,-0.005325,0.936667
14.58,14.048089,-0.037527,-0.003738,14.048045,-0.023934,-0.00375,0.992184,0.186789,-0.026054,-0.005325,0.936667
14.59,14.064936,-0.014334,-4.4e-05,14.057967,-0.023962,-0.001882,0.992184,0.186789,-0.026054,-0.005325,0.936667
14.6,14.062591,-0.046087,5.1e-05,14.067889,-0.023971,-1.4e-05,0.992184,0.186789,-0.026054,-0.005325,0.936667
14.61,14.090195,-0.029794,0.0001,14.077811,-0.023962,0.001854,0.991062,-0.012544,-0.029794,0.0001,0.94
14.62,14.090668,-0.032949,0.00345,14.087721,-0.023944,0.001728,0.991062,-0.012544,-0.029794,0.0001,0.94
14.63,14.103048,-0.011317,0.005162,14.097632,-0.023928,0.001603,0.991062,-0.012544,-0.029794,0.0001,0.94
14.64,14.109951,-0.021269,0.006054,14.107542,-0.023912,0.001477,0.991062,-0.012544,-0.029794,0.0001,0.94
14.65,14.092624,-0.029712,0.006321,14.117453,-0.023898,0.001352,0.991062,-0.012544,-0.029794,0.0001,0.94
14.66,14.125144,-0.008884,0.011793,14.127364,-0.023886,0.001226,0.997335,-0.256723,-0.008884,0.011793,0.943333
14.67,14.146482,-0.034486,-0.000503,14.137337,-0.023886,-0.001341,0.997335,-0.256723,-0.008884,0.011793,0.943333
14.68,14.143694,-0.033821,-0.007755,14.14731,-0.023912,-0.003908,0.997335,-0.256723,-0.008884,0.011793,0.943333
14.69,14.16488,-0.02534,-0.006652,14.157283,-0.023964,-0.006475,0.997335,-0.256723,-0.008884,0.011793,0.943333
14.7,14.144822,-0.027248,-0.009521,14.167256,-0.024041,-0.009042,0.997335,-0.256723,-0.008884,0.011793,0.943333
14.71,14.169559,-0.031436,-0.011492,14.177229,-0.024144,-0.01161,0.990569,0.352947,-0.031436,-0.011492,0.943333
14.72,14.185111,-0.028363,-0.006384,14.187134,-0.024242,-0.00808,0.990569,0.352947,-0.031436,-0.011492,0.946667
14.73,14.18233,-0.030174,-0.004262,14.19704,-0.024304,-0.004551,0.990569,0.352947,-0.031436,-0.011492,0.946667
14.74,14.198496,-0.034909,-0.004254,14.206946,-0.024332,-0.001021,0.990569,0.352947,-0.031436,-0.011492,0.946667
14.75,14.208654,-0.034089,0.000791,14.216851,-0.024325,0.002508,0.990569,0.352947,-0.031436,-0.011492,0.946667
14.76,14.229709,-0.021469,0.011752,14.226757,-0.024282,0.006038,0.993559,-0.268164,-0.021469,0.011752,0.95
14.77,14.240075,0.013835,0.00436,14.236692,-0.024236,0.003356,0.993559,-0.268164,-0.021469,0.011752,0.95
14.78,14.240823,-0.038467,-0.002396,14.246628,-0.024216,0.000674,0.993559,-0.268164,-0.021469,0.011752,0.95
14.79,14.251862,-0.022905,0.000663,14.256564,-0.024222,-0.002007,0.993559,-0.268164,-0.021469,0.011752,0.95
14.8,14.269921,-0.021423,-0.010379,14.266499,-0.024256,-0.004689,0.993559,-0.268164,-0.021469,0.011752,0.95
14.81,14.281118,-0.024468,-0.009109,14.276435,-0.024315,-0.007371,0.99266,0.203695,-0.024468,-0.009109,0.953333
14.82,14.291511,-0.006641,-0.008565,14.286361,-0.024379,-0.005334,0.99266,0.203695,-0.024468,-0.009109,0.953333
14.83,14.285366,-0.02286,-0.0058,14.296287,-0.024421,-0.003297,0.99266,0.203695,-0.024468,-0.009109,0.953333
14.84,14.306941,-0.026425,0.005931,14.306214,-0.024444,-0.00126,0.99266,0.203695,-0.024468,-0.009109,0.953333
14.85,14.306285,-0.041882,-0.00038,14.316141,-0.024446,0.000777,0.99266,0.203695,-0.024468,-0.009109,0.953333
14.86,14.344337,-0.037722,0.009965,14.326067,-0.024429,0.002814,0.988683,-0.072601,-0.037722,0.009965,0.956667
14.87,14.331521,-0.008777,-0.002751,14.335954,-0.024404,0.002088,0.988683,-0.072601,-0.037722,0.009965,0.956667
14.88,14.350639,0.00415,-0.001906,14.345841,-0.024387,0.001362,0.988683,-0.072601,-0.037722,0.009965,0.956667
14.89,14.356025,-0.03373,0.000488,14.355728,-0.024377,0.000636,0.988683,-0.072601,-0.037722,0.009965,0.956667
14.9,14.365195,-0.020158,-0.002424,14.365614,-0.024375,-9e-05,0.988683,-0.072601,-0.037722,0.009965,0.956667
14.91,14.35847,-0.029297,-0.002065,14.375501,-0.024379,-0.000816,0.991211,0.057783,-0.029297,-0.002065,0.956667
14.92,14.378992,-0.010299,0.003249,14.385413,-0.024384,-0.000238,0.991211,0.057783,-0.029297,-0.002065,0.96
14.93,14.376886,-0.021563,0.005824,14.395325,-0.024384,0.00034,0.991211,0.057783,-0.029297,-0.002065,0.96
14.94,14.399585,-0.015585,0.001022,14.405238,-0.024378,0.000918,0.991211,0.057783,-0.029297,-0.002065,0.96
14.95,14.421841,-0.044855,-0.007985,14.41515,-0.024366,0.001496,0.991211,0.057783,-0.029297,-0.002065,0.96
14.96,14.453985,-0.016794,0.013692,14.425062,-0.024348,0.002073,0.994962,-0.232338,-0.016794,0.013692,0.963333
14.97,14.441775,-0.014163,-0.001742,14.435011,-0.024339,-0.00025,0.994962,-0.232338,-0.016794,0.013692,0.963333
14.98,14.455104,-0.03194,-0.000577,14.444961,-0.024353,-0.002573,0.994962,-0.232338,-0.016794,0.013692,0.963333
14.99,14.460266,-0.010699,-0.010533,14.454911,-0.02439,-0.004897,0.994962,-0.232338,-0.016794,0.013692,0.963333
15.0,14.453995,-0.012931,-0.008126,14.46486,-0.02445,-0.00722,0.994962,-0.232338,-0.016794,0.013692,0.963333
15.01,14.475554,-0.055781,-0.006803,14.474809,-0.024534,-0.009544,0.983266,0.450458,-0.055781,-0.006803,0.966667
15.02,14.492236,-0.022662,-0.006211,14.484642,-0.024606,-0.005039,0.983266,0.450458,-0.055781,-0.006803,0.966667
15.03,14.483963,-0.02421,-0.004235,14.494474,-0.024633,-0.000534,0.983266,0.450458,-0.055781,-0.006803,0.966667
15.04,14.500335,-0.011936,0.008068,14.504307,-0.024616,0.00397,0.983266,0.450458,-0.055781,-0.006803,0.966667
15.05,14.531674,-0.014443,-0.001253,14.514139,-0.024555,0.008475,0.983266,0.450458,-0.055781,-0.006803,0.97
15.06,14.51739,-0.026408,0.018068,14.523971,-0.024449,0.012979,0.992078,-0.402597,-0.026408,0.018068,0.966667
15.07,14.53563,-0.019007,0.015435,14.533892,-0.024341,0.008953,0.992078,-0.402597,-0.026408,0.018068,0.97
15.08,14.530121,-0.030686,0.004652,14.543812,-0.024272,0.004927,0.992078,-0.402597,-0.026408,0.018068,0.97
15.09,14.566504,-0.033333,0.00249,14.553733,-0.024243,0.000901,0.992078,-0.402597,-0.026408,0.018068,0.97
15.1,14.544559,-0.028778,-0.013273,14.563654,-0.024254,-0.003125,0.992078,-0.402597,-0.026408,0.018068,0.97
15.11,14.5861,-0.025999,-0.005397,14.573574,-0.024305,-0.00715,0.9922,0.19968,-0.025999,-0.005397,0.973333
15.12,14.576698,-0.017961,-0.007061,14.583496,-0.024366,-0.005154,0.9922,0.19968,-0.025999,-0.005397,0.973333
15.13,14.605203,-0.029641,0.00787,14.593418,-0.024407,-0.003157,0.9922,0.19968,-0.025999,-0.005397,0.973333
15.14,14.60732,-0.026658,0.004546,14.60334,-0.024428,-0.00116,0.9922,0.19968,-0.025999,-0.005397,0.973333
15.15,14.613433,-0.00731,-0.001861,14.613262,-0.02443,0.000837,0.9922,0.19968,-0.025999,-0.005397,0.973333
15.16,14.636202,-0.016789,-0.003394,14.623184,-0.024412,0.002834,0.994963,-0.07147,-0.016789,-0.003394,0.976667
15.17,14.643742,-0.02922,-0.000737,14.633134,-0.024387,0.002119,0.994963,-0.07147,-0.016789,-0.003394,0.976667
15.18,14.647749,-0.01332,0.004385,14.643083,-0.02437,0.001404,0.994963,-0.07147,-0.016789,-0.003394,0.976667
15.19,14.634248,-0.024448,-0.013133,14.653033,-0.024359,0.000689,0.994963,-0.07147,-0.016789,-0.003394,0.976667
15.2,14.655039,-0.061092,0.002425,14.662982,-0.024356,-2.5e-05,0.994963,-0.07147,-0.016789,-0.003394,0.976667
15.21,14.66855,-0.018778,0.003577,14.672932,-0.02436,-0.00074,0.994367,-0.054152,-0.018778,0.003577,0.976667
15.22,14.70161,-0.033749,0.002402,14.682876,-0.02437,-0.001281,0.994367,-0.054152,-0.018778,0.003577,0.98
15.23,14.690705,-0.03079,0.008819,14.692819,-0.024385,-0.001823,0.994367,-0.054152,-0.018778,0.003577,0.98
15.24,14.71258,-0.023538,-0.00496,14.702763,-0.024406,-0.002365,0.994367,-0.054152,-0.018778,0.003577,0.98
