t,x,y,theta,x_true,y_true,theta_true,v,omega,e_lat,e_head,path_progress
17.0,16.482537,-0.028899,0.009013,16.47944,-0.018913,0.008554,0.988575,0.338736,-0.038083,-0.008854,1.0
17.05,16.520012,-0.015206,0.001635,16.528977,-0.018498,0.003883,0.99133,-0.20147,-0.028899,0.009013,1.0
17.1,16.580107,-0.028788,0.00504,16.578708,-0.018419,0.000681,0.995438,-0.029682,-0.015206,0.001635,1.0
17.15,16.616008,-0.015631,-0.000362,16.628317,-0.018352,0.002702,0.991363,0.057945,-0.028788,0.00504,1.0
17.2,16.662282,0.00048,-0.007799,16.678043,-0.018222,0.001759,0.995311,-0.038068,-0.015631,-0.000362,1.0
17.25,16.729555,-0.015803,0.000764,16.72799,-0.018188,-0.00044,0.999856,-0.045445,0.00048,-0.007799,1.0
17.3,16.794207,-0.026092,0.00444,16.777799,-0.01821,0.000109,0.995259,0.025083,-0.015803,0.000764,1.0
17.35,16.840061,-0.019616,-0.007442,16.827438,-0.018167,0.00172,0.992172,0.034001,-0.026092,0.00444,1.0
17.4,16.874,-0.016904,0.018025,16.877124,-0.018009,0.004922,0.994115,0.07155,-0.019616,-0.007442,1.0
17.45,16.927296,-0.006376,-0.001394,16.926862,-0.017934,-0.004512,0.994929,-0.25372,-0.016904,0.018025,1.0
17.5,16.9852,-0.03055,0.001357,16.976734,-0.018209,-0.003816,0.998087,0.080806,-0.006376,-0.001394,1.0
17.55,17.018746,-0.031527,0.002826,17.026349,-0.018254,0.002423,0.990835,0.135775,-0.03055,0.001357,1.0
17.6,17.079131,-0.005074,0.00141,17.075878,-0.018069,0.003999,0.990542,0.005471,-0.031527,0.002826,1.0
17.65,17.109752,-0.017083,-0.007008,17.125723,-0.018,-0.002555,0.998478,-0.165218,-0.005074,0.00141,1.0
17.7,17.177315,-0.01434,0.002437,17.175502,-0.01808,0.00184,0.994875,0.151179,-0.017083,-0.007008,1.0
17.75,17.224737,-0.011535,0.005199,17.225279,-0.018001,-0.000668,0.995698,-0.100498,-0.01434,0.002437,1.0
17.8,17.274321,-0.012638,-0.000577,17.275097,-0.018124,-0.003901,0.996539,-0.055707,-0.011535,0.005199,1.0
17.85,17.328234,-0.028096,-0.003782,17.324911,-0.018305,-0.002547,0.996209,0.047791,-0.012638,-0.000577,1.0
17.9,17.371516,-0.041414,0.003228,17.374535,-0.018301,0.003441,0.991571,0.137743,-0.028096,-0.003782,1.0
17.95,17.422474,-0.023787,0.005888,17.423953,-0.018033,0.006684,0.987576,0.046642,-0.041414,0.003228,1.0
18.0,17.467489,-0.016699,0.002521,17.473543,-0.017784,0.001946,0.992864,-0.130105,-0.023787,0.005888,1.0
18.05,17.517969,-0.022291,0.01179,17.523271,-0.017762,-0.000197,0.99499,-0.021061,-0.016699,0.002521,1.0
18.1,17.575801,-0.02884,-0.006371,17.572954,-0.017826,-0.002648,0.993313,-0.056005,-0.022291,0.01179,1.0
18.15,17.625064,-0.013021,-0.000523,17.622541,-0.017816,0.005184,0.991348,0.209813,-0.02884,-0.006371,1.0
18.2,17.665708,-0.015367,0.000322,17.672297,-0.01758,0.001444,0.996094,-0.145956,-0.013021,-0.000523,1.0
18.25,17.733376,-0.036726,-0.007232,17.722074,-0.01757,0.000161,0.99539,0.004397,-0.015367,0.000322,1.0
18.3,17.780636,-0.028613,0.005427,17.771586,-0.017382,0.009204,0.988982,0.224996,-0.036726,-0.007232,1.0
18.35,17.817688,-0.023764,0.006252,17.821131,-0.016941,0.005615,0.991416,-0.145995,-0.028613,0.005427,1.0
18.4,17.865289,-0.007148,0.004128,17.870759,-0.016759,0.002595,0.992871,-0.03899,-0.023764,0.006252,1.0
18.45,17.916301,-0.004061,0.002306,17.920602,-0.016729,-0.001879,0.997856,-0.10211,-0.007148,0.004128,1.0
18.5,17.965371,-0.030477,-0.015499,17.970532,-0.016887,-0.003851,0.998782,-0.023762,-0.004061,0.002306,1.0
18.55,18.00911,-0.039158,0.007884,18.020153,-0.016816,0.00971,0.990857,0.344959,-0.030477,-0.015499,1.0
18.6,18.051584,-0.018612,0.006329,18.069589,-0.016279,0.008258,0.988253,-0.122539,-0.039158,0.007884,1.0
18.65,18.126065,-0.009965,0.004238,18.119247,-0.016019,0.002224,0.994416,-0.120213,-0.018612,0.006329,1.0
18.7,18.171169,-0.020631,-0.000388,18.169072,-0.016003,-0.001023,0.997011,-0.051121,-0.009965,0.004238,1.0
18.75,18.224058,-0.017718,0.00044,18.218795,-0.015992,0.002715,0.993811,0.106221,-0.020631,-0.000388,1.0
18.8,18.265332,-0.021773,0.003754,18.26852,-0.015829,0.002824,0.994685,-0.023834,-0.017718,0.00044,1.0
18.85,18.314206,-0.01418,0.002444,18.318205,-0.015702,0.002467,0.993468,-0.002965,-0.021773,0.003754,1.0
18.9,18.349951,-0.022669,0.003534,18.36797,-0.015614,0.000734,0.995746,-0.042582,-0.01418,0.002444,1.0
18.95,18.408476,-0.028964,0.007497,18.417655,-0.015563,0.002027,0.993199,0.04299,-0.022669,0.003534,1.0
19.0,18.465525,-0.009636,0.00997,18.467239,-0.015437,0.002751,0.991311,0.00733,-0.028964,0.007497,1.0
19.05,18.525666,-0.003748,-0.003224,18.517037,-0.015426,-0.003661,0.997109,-0.162124,-0.009636,0.00997,1.0
19.1,18.588692,-0.010027,-0.004349,18.566962,-0.015633,-0.00286,0.998876,0.060555,-0.003748,-0.003224,1.0
19.15,18.614071,-0.02359,0.007703,18.616831,-0.015712,-0.000391,0.996992,0.046584,-0.010027,-0.004349,1.0
19.2,18.667083,-0.024867,-0.001245,18.666517,-0.015727,-0.000745,0.992923,-0.020482,-0.02359,0.007703,1.0
19.25,18.734612,-0.012428,0.008402,18.716148,-0.0157,0.00271,0.99254,0.091499,-0.024867,-0.001245,1.0
19.3,18.762895,-0.015322,0.000748,18.765924,-0.015661,-0.003247,0.996271,-0.17182,-0.012428,0.008402,1.0
19.35,18.798209,-0.024255,-0.003155,18.815703,-0.015839,-0.001931,0.995403,0.075866,-0.015322,0.000748,1.0
19.4,18.861844,-0.010445,0.002883,18.865366,-0.015822,0.002824,0.992723,0.099899,-0.024255,-0.003155,1.0
19.45,18.918881,-0.006934,-0.006585,18.915168,-0.015751,-0.001918,0.996867,-0.143508,-0.010445,0.002883,1.0
19.5,18.974983,-0.015186,0.001667,18.965053,-0.015867,-0.001145,0.99792,0.055204,-0.006934,-0.006585,1.0
19.55,19.028017,-0.001829,-0.003269,19.01485,-0.015916,-0.001429,0.995444,-0.020904,-0.015186,0.001667,1.0
19.6,19.060426,-0.017924,-0.005423,19.064782,-0.016038,-0.003725,0.999451,-0.052191,-0.001829,-0.003269,1.0
19.65,19.123525,-0.002411,0.000263,19.114561,-0.016147,0.000773,0.994623,0.125514,-0.017924,-0.005423,1.0
19.7,19.153545,-0.029085,-0.014965,19.164479,-0.016177,-0.0042,0.999277,-0.155711,-0.002411,0.000263,1.0
19.75,19.228517,0.009146,0.004653,19.214122,-0.016198,0.007212,0.991274,0.324238,-0.029085,-0.014965,1.0
19.8,19.271311,-0.033101,0.00339,19.263924,-0.016032,-0.006552,0.997256,-0.425178,0.009146,0.004653,1.0
19.85,19.319232,-0.014976,-0.016038,19.313498,-0.016327,0.000307,0.99007,0.277785,-0.033101,0.00339,1.0
19.9,19.385165,-0.013201,0.010483,19.363219,-0.016128,0.006051,0.995507,0.074152,-0.014976,-0.016038,1.0
19.95,19.397656,-0.006748,0.002603,19.413015,-0.015989,-0.003015,0.99604,-0.245191,-0.013201,0.010483,1.0
20.0,19.481695,-0.026148,-0.001542,19.462894,-0.016242,-0.00513,0.997976,0.008409,-0.006748,0.002603,1.0
20.05,19.50019,-0.018588,-0.010412,19.512559,-0.016363,0.001531,0.992156,0.164445,-0.026148,-0.001542,1.0
20.1,19.563729,-0.01167,0.010021,19.562258,-0.016176,0.005074,0.994424,0.047446,-0.018588,-0.010412,1.0
20.15,19.606619,-0.018804,-0.002322,19.612062,-0.016083,-0.003579,0.996499,-0.228185,-0.01167,0.010021,1.0
20.2,19.658311,0.010436,0.006677,19.661801,-0.016245,0.000105,0.994359,0.14915,-0.018804,-0.002322,1.0
20.25,19.707371,-0.013589,-0.003621,19.711618,-0.016405,-0.010049,0.996869,-0.291142,0.010436,0.006677,1.0
20.3,19.764343,-0.027924,-0.010098,19.761422,-0.016853,-0.003751,0.995923,0.230233,-0.013589,-0.003621,1.0
20.35,19.815739,-0.014294,0.005717,19.811046,-0.016801,0.005369,0.991623,0.170455,-0.027924,-0.010098,1.0
20.4,19.878525,-0.017878,0.002047,19.86079,-0.016633,-0.001745,0.995712,-0.220458,-0.014294,0.005717,1.0
20.45,19.913143,-0.000691,-0.001935,19.910532,-0.016779,-0.001963,0.994636,0.049661,-0.017878,0.002047,1.0
20.5,19.964353,-0.015577,-0.008455,19.96047,-0.016923,-0.004903,0.999793,-0.085934,-0.000691,-0.001935,1.0
20.55,20.012677,-0.030051,0.002505,20.010281,-0.017081,0.000496,0.995327,0.156465,-0.015577,-0.008455,1.0
20.6,20.077509,-0.002839,0.01063,20.059873,-0.016978,0.002535,0.990985,0.011861,-0.030051,0.002505,1.0
20.65,20.112259,-0.013731,-0.013965,20.109749,-0.017056,-0.007861,0.999148,-0.26286,-0.002839,0.01063,1.0
20.7,20.1692,-0.027862,0.005021,20.159574,-0.017339,0.000907,0.995881,0.284916,-0.013731,-0.013965,1.0
20.75,20.208292,-0.02342,-0.001708,20.209199,-0.017215,0.001298,0.991641,-0.061454,-0.027862,0.005021,1.0
20.8,20.263548,-0.006594,0.010148,20.258834,-0.017147,0.002271,0.992974,0.039681,-0.02342,-0.001708,1.0
20.85,20.314519,-0.029732,-0.007358,20.308684,-0.017195,-0.006326,0.998022,-0.224843,-0.006594,0.010148,1.0
20.9,20.357588,-0.015412,-0.002353,20.358307,-0.017364,0.003794,0.99108,0.309204,-0.029732,-0.007358,1.0
20.95,20.401886,-0.016401,2.1e-05,20.408032,-0.017134,0.002014,0.995376,-0.121784,-0.015412,-0.002353,1.0
21.0,20.448953,-0.021942,0.0069,20.457789,-0.017098,0.000319,0.99508,-0.011934,-0.016401,2.1e-05,1.0
21.05,20.483971,-0.015489,0.004881,20.507477,-0.017108,-0.000854,0.993417,-0.026341,-0.021942,0.0069,1.0
21.1,20.556385,-0.020436,-0.007459,20.557225,-0.017187,-0.002365,0.995353,-0.031194,-0.015489,0.004881,1.0
21.15,20.605556,-0.021944,-0.00432,20.606933,-0.017201,0.003242,0.993869,0.147975,-0.020436,-0.007459,1.0
21.2,20.65429,-0.015122,-0.002451,20.656608,-0.016974,0.004711,0.993417,-0.00027,-0.021944,-0.00432,1.0
21.25,20.688614,-0.00275,-0.003998,20.70636,-0.016781,0.002644,0.995464,-0.051603,-0.015122,-0.002451,1.0
21.3,20.758227,-0.01261,-0.001367,20.756282,-0.016728,-0.000657,0.999175,-0.069619,-0.00275,-0.003998,1.0
21.35,20.796105,-0.018947,-0.000506,20.806122,-0.016762,0.000146,0.996217,0.037475,-0.01261,-0.001367,1.0
21.4,20.853622,-0.006774,-0.001676,20.855857,-0.016709,0.001985,0.994316,0.036594,-0.018947,-0.000506,1.0
21.45,20.910258,-0.005752,0.008168,20.905719,-0.01665,-0.000477,0.997968,-0.070695,-0.006774,-0.001676,1.0
21.5,20.96185,-0.02178,-0.010441,20.955629,-0.016794,-0.005618,0.998274,-0.110842,-0.005752,0.008168,1.0
21.55,21.010078,-0.013803,-0.005199,21.00535,-0.016907,0.004149,0.993466,0.271874,-0.02178,-0.010441,1.0
21.6,21.069569,-0.018851,-0.000418,21.055119,-0.016644,0.00359,0.995859,-0.081934,-0.013803,-0.005199,1.0
21.65,21.131746,-0.025056,0.00977,21.104851,-0.016504,0.002667,0.994345,-0.002593,-0.018851,-0.000418,1.0
21.7,21.156791,-0.018435,-0.008954,21.154494,-0.016412,0.000651,0.992483,-0.049745,-0.025056,0.00977,1.0
21.75,21.199759,-0.016027,0.000851,21.204197,-0.016298,0.00537,0.994469,0.130412,-0.018435,-0.008954,1.0
21.8,21.259114,-0.019819,-0.007033,21.253949,-0.016047,0.002953,0.995192,-0.093051,-0.016027,0.000851,1.0
21.85,21.320842,-0.024729,0.011715,21.303662,-0.015859,0.0062,0.994054,0.104462,-0.019819,-0.007033,1.0
21.9,21.344673,-0.018169,-0.000408,21.353305,-0.015607,0.002058,0.992581,-0.129684,-0.024729,0.011715,1.0
21.95,21.419041,-0.020251,0.003949,21.403013,-0.015513,0.003259,0.994549,0.062451,-0.018169,-0.000408,1.0
22.0,21.465012,-0.00719,-0.002614,21.452715,-0.015341,0.00297,0.993925,-0.022833,-0.020251,0.003949,1.0
22.05,21.510384,-0.004383,0.000357,21.502568,-0.015228,0.001535,0.997843,-0.030169,-0.00719,-0.002614,1.0
22.1,21.535545,-0.008647,-0.001698,21.552494,-0.015207,-0.000911,0.998685,-0.053621,-0.004383,0.000357,1.0
22.15,21.602078,-0.021019,0.001724,21.602377,-0.015247,6.6e-05,0.997406,0.037851,-0.008647,-0.001698,1.0
22.2,21.635187,-0.02654,-0.000207,21.652099,-0.015186,0.002502,0.993694,0.051418,-0.021019,0.001724,1.0
22.25,21.688088,0.002054,0.007686,21.701717,-0.014988,0.005548,0.992038,0.063304,-0.02654,-0.000207,1.0
22.3,21.756447,-0.021205,-0.008092,21.751612,-0.014898,-0.004559,0.999384,-0.268503,0.002054,0.007686,1.0
22.35,21.809563,-0.020111,0.001453,21.801351,-0.015015,0.00429,0.993639,0.288347,-0.021205,-0.008092,1.0
22.4,21.850691,-0.005206,9.6e-05,21.851045,-0.014736,0.004021,0.993967,-0.078795,-0.020111,0.001453,1.0
22.45,21.90173,-0.01637,0.000389,21.900922,-0.014643,-0.000362,0.998438,-0.089879,-0.005206,9.6e-05,1.0
22.5,21.957613,-0.024487,-0.005939,21.95071,-0.014648,0.00139,0.995089,0.066253,-0.01637,0.000389,1.0
22.55,22.011559,-0.009518,0.007051,22.000367,-0.014453,0.006937,0.992654,0.122122,-0.024487,-0.005939,1.0
22.6,22.048616,-0.035527,0.001622,22.050179,-0.014222,-0.000332,0.997145,-0.212262,-0.009518,0.007051,1.0
22.65,22.09713,-0.021885,0.006998,22.099723,-0.014157,0.006426,0.989342,0.222034,-0.035527,0.001622,1.0
22.7,22.150756,-0.014571,0.008376,22.149353,-0.013841,0.003515,0.993434,-0.128307,-0.021885,0.006998,1.0
22.75,22.206418,-0.011033,-0.00873,22.199113,-0.013779,-0.000552,0.995629,-0.069588,-0.014571,0.008376,1.0
22.8,22.249272,-0.017148,-0.001901,22.248936,-0.013736,0.003852,0.99669,0.127509,-0.011033,-0.00873,1.0
22.85,22.287464,-0.023881,0.014724,22.298697,-0.013496,0.004689,0.994856,-0.010952,-0.017148,-0.001901,1.0
22.9,22.364155,-0.005347,0.005642,22.348359,-0.013353,0.000283,0.992836,-0.10741,-0.023881,0.014724,1.0
22.95,22.388036,-0.021901,-0.001167,22.398223,-0.013434,-0.00316,0.998396,-0.059246,-0.005347,0.005642,1.0
23.0,22.457848,-0.019668,0.00497,22.447944,-0.013487,0.002858,0.99343,0.165279,-0.021901,-0.001167,1.0
23.05,22.497096,-0.010799,-0.001581,22.497642,-0.013322,0.001923,0.994099,-0.064691,-0.019668,0.00497,1.0
23.1,22.549025,-0.019136,0.005252,22.547453,-0.013257,0.001203,0.99676,-0.001833,-0.010799,-0.001581,1.0
23.15,22.5985,-0.009131,-0.017645,22.597191,-0.013204,0.000868,0.994259,-0.007926,-0.019136,0.005252,1.0
23.2,22.666469,-0.00086,0.011227,22.647024,-0.013045,0.006754,0.997261,0.149128,-0.009131,-0.017645,1.0
23.25,22.699796,-0.019538,-0.002747,22.696986,-0.012894,-0.004417,0.999742,-0.31654,-0.00086,0.011227,1.0
23.3,22.7375,0.006067,0.008231,22.746748,-0.013068,0.00184,0.994139,0.235553,-0.019538,-0.002747,1.0
23.35,22.794321,-0.002399,-0.002638,22.796616,-0.013095,-0.007016,0.99818,-0.280278,0.006067,0.008231,1.0
23.4,22.860542,-0.020985,0.004748,22.846568,-0.013468,-0.004672,0.99928,0.128655,-0.002399,-0.002638,1.0
23.45,22.903464,-0.012828,0.004369,22.896309,-0.013601,-0.00129,0.993705,0.052391,-0.020985,0.004748,1.0
23.5,22.936552,-0.044751,-0.001404,22.946092,-0.013686,-0.002967,0.996152,-0.055015,-0.012828,0.004369,1.0
23.55,22.995085,0.006839,0.003654,22.995516,-0.013638,0.00758,0.986575,0.27742,-0.044751,-0.001404,1.0
23.6,23.034565,-0.008782,-0.003695,23.045299,-0.013441,-0.004899,0.997948,-0.381336,0.006839,0.003654,1.0
23.65,23.100599,-0.001607,-0.002764,23.095172,-0.013734,-0.002585,0.997366,0.15318,-0.008782,-0.003695,1.0
23.7,23.147977,-0.014065,-0.00604,23.145126,-0.013842,-0.003458,0.999518,-0.060115,-0.001607,-0.002764,1.0
23.75,23.173565,-0.014754,0.008734,23.194952,-0.013952,0.00043,0.99578,0.112237,-0.014065,-0.00604,1.0
23.8,23.251599,-0.001713,-0.009414,23.244733,-0.013983,-0.003589,0.995574,-0.128531,-0.014754,0.008734,1.0
23.85,23.283201,-0.010345,0.002317,23.294668,-0.014164,-0.002094,0.999486,0.069513,-0.001713,-0.009414,1.0
23.9,23.34557,-0.026428,-0.006207,23.344538,-0.014278,-0.003408,0.996897,-0.05023,-0.010345,0.002317,1.0
23.95,23.377367,-0.023249,0.002434,23.39419,-0.014317,0.003739,0.992072,0.191234,-0.026428,-0.006207,1.0
24.0,23.44431,-0.019197,-0.003619,23.443831,-0.014111,0.002413,0.993025,-0.080964,-0.023249,0.002434,1.0
24.05,23.486838,-0.014975,0.008805,23.493531,-0.013997,0.003101,0.994241,0.037426,-0.019197,-0.003619,1.0
24.1,23.552673,-0.022809,-0.004608,23.543294,-0.013937,-0.002077,0.995508,-0.138804,-0.014975,0.008805,1.0
24.15,23.576446,-0.009879,-0.002517,23.592975,-0.013964,0.003488,0.993157,0.173837,-0.022809,-0.004608,1.0
24.2,23.643868,-0.011844,-0.005037,23.642788,-0.013787,0.001465,0.997036,-0.094037,-0.009879,-0.002517,1.0
24.25,23.69687,0.000911,0.002796,23.692616,-0.013725,0.002091,0.996447,0.039145,-0.011844,-0.005037,1.0
24.3,23.745503,-0.01119,-0.003392,23.742569,-0.013732,-0.003974,0.999727,-0.1614,0.000911,0.002796,1.0
24.35,23.803965,-0.023764,0.000626,23.792432,-0.013902,-0.000564,0.996643,0.125591,-0.01119,-0.003392,1.0
24.4,23.82038,-0.005909,0.007736,23.842113,-0.013831,0.002879,0.992871,0.054697,-0.023764,0.000626,1.0
24.45,23.883775,-0.002109,-0.000163,23.891971,-0.013812,-0.004047,0.998227,-0.186834,-0.005909,0.007736,1.0
24.5,23.929385,-0.000114,-0.004002,23.941927,-0.014076,-0.004826,0.999367,0.027236,-0.002109,-0.000163,1.0
24.55,23.998978,-0.004743,-0.000567,23.991919,-0.014297,-0.004149,0.999966,0.010107,-0.000114,-0.004002,1.0
24.6,24.025773,-0.017891,0.001914,24.041861,-0.014507,-0.004406,0.998577,-0.00896,-0.004743,-0.000567,1.0
24.65,24.102451,-0.005701,-0.005371,24.091632,-0.014682,-0.00205,0.994633,0.061142,-0.017891,0.001914,1.0
24.7,24.120287,-0.009684,-1.7e-05,24.14151,-0.014768,-0.002009,0.99829,-0.014248,-0.005701,-0.005371,1.0
24.75,24.1984,-0.020139,0.004607,24.191376,-0.014893,-0.003078,0.997095,-0.023169,-0.009684,-1.7e-05,1.0
24.8,24.244577,-0.01742,-0.00134,24.241105,-0.015036,-0.002279,0.993958,0.025783,-0.020139,0.004607,1.0
24.85,24.299249,-0.021021,-0.002116,24.290836,-0.015107,-0.000469,0.994774,0.038792,-0.01742,-0.00134,1.0
24.9,24.336501,-0.014401,-0.010005,24.340531,-0.01508,0.001563,0.993694,0.041113,-0.021021,-0.002116,1.0
24.95,24.3998,-0.014867,0.00598,24.390295,-0.01495,0.003694,0.99568,0.042997,-0.014401,-0.010005,1.0
25.0,24.429234,-0.010266,-0.001309,24.440073,-0.014853,-0.001222,0.99554,-0.133664,-0.014867,0.00598,1.0
25.05,24.488267,-0.022262,-0.003333,24.489905,-0.01495,-0.001369,0.99692,0.029753,-0.010266,-0.001309,1.0
25.1,24.539743,-0.032441,-0.005312,24.539607,-0.014921,0.003141,0.993321,0.105307,-0.022262,-0.003333,1.0
25.15,24.580273,0.002695,0.01214,24.58915,-0.014632,0.008591,0.990268,0.10992,-0.032441,-0.005312,1.0
25.2,24.646781,-0.037398,-0.005324,24.63902,-0.014466,-0.005951,0.999191,-0.391024,0.002695,0.01214,1.0
25.25,24.690873,0.003417,0.009897,24.688562,-0.014604,0.006912,0.988781,0.419326,-0.037398,-0.005324,1.0
25.3,24.733206,-0.007101,0.005885,24.738408,-0.014394,-0.005055,0.998975,-0.403995,0.003417,0.009897,1.0
25.35,24.773553,-0.010413,-0.01186,24.788311,-0.014765,-0.005985,0.99787,0.077728,-0.007101,0.005885,1.0
25.4,24.835109,0.003768,-0.00445,24.838165,-0.014885,0.002004,0.996876,0.180304,-0.010413,-0.01186,1.0
25.45,24.884359,-0.035568,-0.005601,24.888088,-0.014829,-0.002443,0.99887,-0.156254,0.003768,-0.00445,1.0
25.5,24.935478,-0.011716,0.001852,24.93765,-0.014796,0.007303,0.98933,0.282704,-0.035568,-0.005601,1.0
25.55,24.988289,-0.010787,-0.002642,24.987401,-0.014471,0.001839,0.996485,-0.20727,-0.011716,0.001852,1.0
25.6,25.028551,-0.031585,-0.001542,25.037236,-0.014446,0.001081,0.996764,0.032859,-0.010787,-0.002642,1.0
25.65,25.093568,-0.014199,0.014002,25.086825,-0.014266,0.00707,0.990524,0.141513,-0.031585,-0.001542,1.0
25.7,25.134398,-0.028201,0.006561,25.136559,-0.014051,-0.001593,0.99574,-0.251946,-0.014199,0.014002,1.0
25.75,25.197643,-0.019966,0.004888,25.186178,-0.014124,0.001908,0.99154,0.150508,-0.028201,0.006561,1.0
25.8,25.228729,-0.01107,-0.005416,25.235853,-0.01399,0.001977,0.99401,-0.035886,-0.019966,0.004888,1.0
25.85,25.277515,-0.017654,0.007568,25.28566,-0.013878,0.003103,0.996679,0.037105,-0.01107,-0.005416,1.0
25.9,25.33447,-0.020784,0.002253,25.335415,-0.013764,0.000604,0.994704,-0.071747,-0.017654,0.007568,1.0
25.95,25.399386,-0.009828,0.003758,25.385113,-0.013713,0.002578,0.993765,0.067299,-0.020784,0.002253,1.0
26.0,25.448108,-0.012444,0.003427,25.434932,-0.013624,-0.000254,0.997052,-0.087627,-0.009828,0.003758,1.0
26.05,25.466309,-0.027586,0.000367,25.484754,-0.013666,-0.000639,0.996267,0.012262,-0.012444,0.003427,1.0
26.1,25.53304,-0.02004,-0.000214,25.534385,-0.013587,0.004803,0.991724,0.132994,-0.027586,0.000367,1.0
26.15,25.609216,0.010223,0.006182,25.584061,-0.013313,0.004896,0.993988,-0.03092,-0.02004,-0.000214,1.0
26.2,25.64324,-0.001735,-0.007773,25.633878,-0.013299,-0.006249,0.996933,-0.270895,0.010223,0.006182,1.0
26.25,25.672233,-0.008552,0.000885,25.683826,-0.013586,-0.00157,0.99948,0.184707,-0.001735,-0.007773,1.0
26.3,25.707344,-0.004082,0.000542,25.733718,-0.013609,-0.001099,0.997434,-0.034413,-0.008552,0.000885,1.0
26.35,25.778223,-0.014335,-0.004897,25.783643,-0.013707,-0.002838,0.998775,-0.034877,-0.004082,0.000542,1.0
26.4,25.829098,-0.011592,-0.000632,25.833459,-0.013771,0.001468,0.9957,0.116368,-0.014335,-0.004897,1.0
26.45,25.883605,-0.007992,-0.003379,25.883276,-0.013686,0.000625,0.996522,-0.050169,-0.011592,-0.000632,1.0
26.5,25.934074,-0.020288,-0.003928,25.933146,-0.013676,0.00018,0.997602,0.001422,-0.007992,-0.003379,1.0
26.55,25.976693,-0.015356,0.003353,25.982878,-0.013591,0.003995,0.993914,0.09502,-0.020288,-0.003928,1.0
26.6,26.045722,-0.01621,-0.014395,26.032633,-0.013421,0.001345,0.995393,-0.089994,-0.015356,0.003353,1.0
26.65,26.078683,-0.027481,0.000472,26.082392,-0.013253,0.007565,0.995137,0.178002,-0.01621,-0.014395,1.0
26.7,26.157134,-0.006176,0.010258,26.132011,-0.012825,0.008001,0.991756,-0.033602,-0.027481,0.000472,1.0
26.75,26.192542,-0.035529,-0.005026,26.181854,-0.012626,-0.001598,0.998147,-0.231573,-0.006176,0.010258,1.0
26.8,26.222004,-0.003651,0.008794,26.231409,-0.012543,0.009517,0.989341,0.335756,-0.035529,-0.005026,1.0
26.85,26.28682,-0.004904,-0.004771,26.281257,-0.012179,-0.000229,0.998905,-0.327579,-0.003651,0.008794,1.0
26.9,26.355656,-0.011188,-0.007626,26.331187,-0.012245,0.001144,0.998529,0.116219,-0.004904,-0.004771,1.0
26.95,26.384008,-0.019347,0.010472,26.381038,-0.012077,0.005244,0.996644,0.073429,-0.011188,-0.007626,1.0
27.0,26.425995,-0.017297,0.015956,26.430771,-0.011868,0.001751,0.994196,-0.10568,-0.019347,0.010472,1.0
27.05,26.484074,-0.01171,-0.002404,26.480506,-0.01189,-0.002439,0.994811,-0.07833,-0.017297,0.015956,1.0
27.1,26.506669,-0.017084,0.008117,26.530313,-0.011953,0.00148,0.996487,0.117574,-0.01171,-0.002404,1.0
27.15,26.573094,-0.010769,0.001242,26.580073,-0.011875,0.00025,0.994875,-0.06016,-0.017084,0.008117,1.0
27.2,26.620922,-0.019112,0.004564,26.629893,-0.011878,0.000196,0.996769,0.013689,-0.010769,0.001242,1.0
27.25,26.684042,-0.027628,-0.005626,26.679631,-0.011843,0.001298,0.994267,0.024147,-0.019112,0.004564,1.0
27.3,26.726413,-0.008829,0.00463,26.729242,-0.011639,0.008016,0.991712,0.161911,-0.027628,-0.005626,1.0
27.35,26.766645,-0.005593,0.015984,26.779052,-0.011332,0.001374,0.997351,-0.206543,-0.008829,0.00463,1.0
27.4,26.8258,-0.00684,-0.017506,26.828958,-0.011473,-0.006543,0.998322,-0.146278,-0.005593,0.015984,1.0
27.45,26.886836,-0.012411,0.002757,26.878858,-0.011625,0.004042,0.997948,0.301185,-0.00684,-0.017506,1.0
27.5,26.924704,-0.004711,0.002516,26.928688,-0.011394,0.001748,0.996277,-0.132647,-0.012411,0.002757,1.0
27.55,26.974387,-0.003976,-0.011136,26.978594,-0.011412,-0.00186,0.998587,-0.057047,-0.004711,0.002516,1.0
27.6,27.051633,-0.027637,0.001109,27.028533,-0.011438,0.002199,0.998807,0.115743,-0.003976,-0.011136,1.0
27.65,27.077893,-0.016817,0.00262,27.078188,-0.011229,0.005811,0.991709,0.061372,-0.027637,0.001109,1.0
27.7,27.131247,-0.000272,0.00337,27.127903,-0.010972,0.003412,0.994955,-0.075311,-0.016817,0.00262,1.0
27.75,27.18679,0.010641,0.011466,27.177849,-0.010936,-0.002332,0.999918,-0.124782,-0.000272,0.00337,1.0
27.8,27.220587,-0.010176,0.001154,27.22772,-0.011249,-0.010678,0.996808,-0.177456,0.010641,0.011466,1.0
27.85,27.264873,0.006409,0.002584,27.277563,-0.011699,-0.004303,0.996947,0.203743,-0.010176,0.001154,1.0
27.9,27.328772,-0.017696,-0.006102,27.327455,-0.011931,-0.007749,0.998077,-0.137097,0.006409,0.002584,1.0
27.95,27.380784,-0.013526,0.010882,27.377223,-0.012193,0.000183,0.994691,0.232593,-0.017696,-0.006102,1.0
28.0,27.417836,-0.013951,0.00029,27.427007,-0.012222,-0.00461,0.995942,-0.177979,-0.013526,0.010882,1.0
28.05,27.48165,9.6e-05,-0.004173,27.476799,-0.01246,-0.002798,0.995815,0.089804,-0.013951,0.00029,1.0
